nama_proyek,periode,nama_di,nama_gambar,url
Oplah - BANTEN - Tahap II - Paket 3,M2,D.I Cimangeunteung,./Oplah - BANTEN - Tahap II - Paket 3/M2/D.I Cimangeunteung/WhatsApp Image 2025-10-13 at 14.18.12 (1).jpeg,https://raw.githubusercontent.com/bimwaskita/OPLAH-WSKT/refs/heads/main/./Oplah%20-%20BANTEN%20-%20Tahap%20II%20-%20Paket%203/M2/D.I%20Cimangeunteung/WhatsApp%20Image%202025-10-13%20at%2014.18.12%20(1).jpeg
Oplah - BANTEN - Tahap II - Paket 3,M2,D.I Cimangeunteung,./Oplah - BANTEN - Tahap II - Paket 3/M2/D.I Cimangeunteung/WhatsApp Image 2025-10-13 at 14.18.12.jpeg,https://raw.githubusercontent.com/bimwaskita/OPLAH-WSKT/refs/heads/main/./Oplah%20-%20BANTEN%20-%20Tahap%20II%20-%20Paket%203/M2/D.I%20Cimangeunteung/WhatsApp%20Image%202025-10-13%20at%2014.18.12.jpeg
Oplah - BANTEN - Tahap II - Paket 3,M2,D.I Cimangeunteung,./Oplah - BANTEN - Tahap II - Paket 3/M2/D.I Cimangeunteung/WhatsApp Image 2025-10-13 at 14.18.13 (1).jpeg,https://raw.githubusercontent.com/bimwaskita/OPLAH-WSKT/refs/heads/main/./Oplah%20-%20BANTEN%20-%20Tahap%20II%20-%20Paket%203/M2/D.I%20Cimangeunteung/WhatsApp%20Image%202025-10-13%20at%2014.18.13%20(1).jpeg
Oplah - BANTEN - Tahap II - Paket 3,M2,D.I Cimangeunteung,./Oplah - BANTEN - Tahap II - Paket 3/M2/D.I Cimangeunteung/WhatsApp Image 2025-10-13 at 14.18.13.jpeg,https://raw.githubusercontent.com/bimwaskita/OPLAH-WSKT/refs/heads/main/./Oplah%20-%20BANTEN%20-%20Tahap%20II%20-%20Paket%203/M2/D.I%20Cimangeunteung/WhatsApp%20Image%202025-10-13%20at%2014.18.13.jpeg
Oplah - BANTEN - Tahap II - Paket 3,M3,,./Oplah - BANTEN - Tahap II - Paket 3/M3/M3  (1).jpeg,https://raw.githubusercontent.com/bimwaskita/OPLAH-WSKT/refs/heads/main/./Oplah%20-%20BANTEN%20-%20Tahap%20II%20-%20Paket%203/M3/M3%20%20(1).jpeg
Oplah - BANTEN - Tahap II - Paket 3,M3,,./Oplah - BANTEN - Tahap II - Paket 3/M3/M3  (2).jpeg,https://raw.githubusercontent.com/bimwaskita/OPLAH-WSKT/refs/heads/main/./Oplah%20-%20BANTEN%20-%20Tahap%20II%20-%20Paket%203/M3/M3%20%20(2).jpeg
Oplah - BANTEN - Tahap II - Paket 3,M3,,./Oplah - BANTEN - Tahap II - Paket 3/M3/M3  (3).jpeg,https://raw.githubusercontent.com/bimwaskita/OPLAH-WSKT/refs/heads/main/./Oplah%20-%20BANTEN%20-%20Tahap%20II%20-%20Paket%203/M3/M3%20%20(3).jpeg
Oplah - BANTEN - Tahap II - Paket 3,M4,,./Oplah - BANTEN - Tahap II - Paket 3/M4/M4  (1).jpeg,https://raw.githubusercontent.com/bimwaskita/OPLAH-WSKT/refs/heads/main/./Oplah%20-%20BANTEN%20-%20Tahap%20II%20-%20Paket%203/M4/M4%20%20(1).jpeg
Oplah - BANTEN - Tahap II - Paket 3,M4,,./Oplah - BANTEN - Tahap II - Paket 3/M4/M4  (2).jpeg,https://raw.githubusercontent.com/bimwaskita/OPLAH-WSKT/refs/heads/main/./Oplah%20-%20BANTEN%20-%20Tahap%20II%20-%20Paket%203/M4/M4%20%20(2).jpeg
Oplah - BANTEN - Tahap II - Paket 3,M4,,./Oplah - BANTEN - Tahap II - Paket 3/M4/M4  (3).jpeg,https://raw.githubusercontent.com/bimwaskita/OPLAH-WSKT/refs/heads/main/./Oplah%20-%20BANTEN%20-%20Tahap%20II%20-%20Paket%203/M4/M4%20%20(3).jpeg
Oplah - BANTEN - Tahap II - Paket 3,M4,,./Oplah - BANTEN - Tahap II - Paket 3/M4/M4  (4).jpeg,https://raw.githubusercontent.com/bimwaskita/OPLAH-WSKT/refs/heads/main/./Oplah%20-%20BANTEN%20-%20Tahap%20II%20-%20Paket%203/M4/M4%20%20(4).jpeg
Oplah - BANTEN - Tahap II - Paket 3,M4,,./Oplah - BANTEN - Tahap II - Paket 3/M4/M4  (5).jpeg,https://raw.githubusercontent.com/bimwaskita/OPLAH-WSKT/refs/heads/main/./Oplah%20-%20BANTEN%20-%20Tahap%20II%20-%20Paket%203/M4/M4%20%20(5).jpeg
